"taxon","mass_g","source_mass","n"
"Rhinophylla",10.07,"GenusAverage",11
"Rhinopitechus",12170,"GenusAverage",4
"Rhinopithecus",11570,"GenusAverage",22
"Rhinoplax",2974,"GenusAverage",2
"Rhinoplocephalus",36.9,"GenusAverage",1
"Rhinopoma",14.66,"GenusAverage",14
"Rhinopomastus",26.13,"GenusAverage",10
"Rhinoptera",7061,"GenusAverage",1
"Rhinoptilus",123,"GenusAverage",12
"Rhinortha",52.35,"GenusAverage",1
"Rhinosardinia",4.9,"GenusAverage",0
"Rhinosciurus",225.8,"GenusAverage",6
"Rhinotyphlops",28.1,"GenusAverage",6
"Rhipidomys",80.91,"GenusAverage",61
"Rhipidura",14.04,"GenusAverage",93
"Rhizomys",1734,"GenusAverage",16
"Rhizophor",9.445,"GenusAverage",1
"Rhizophora",109.8,"GenusAverage",1
"Rhizoplagiodontia",1700,"GenusAverage",1
"Rhizoprionodon",5062,"GenusAverage",2
"Rhizostoma",285.1,"GenusAverage",1
"Rhizothera",786.7,"GenusAverage",3
"Rhodeus",8.514,"GenusAverage",13
"Rhodinocichla",48,"GenusAverage",2
"Rhododendron",180600,"GenusAverage",1
"Rhodonessa",1077,"GenusAverage",2
"Rhodopechys",29.3,"GenusAverage",12
"Rhodophoneus",53.1,"GenusAverage",3
"Rhodopis",3.81,"GenusAverage",3
"Rhodospingus",11.6,"GenusAverage",2
"Rhodospiza",25.3,"GenusAverage",1
"Rhodostethia",186.5,"GenusAverage",3
"Rhodothraupis",60,"GenusAverage",2
"Rhogeesa",4.15,"GenusAverage",3
"Rhogeessa",4.641,"GenusAverage",22
"Rhoicosphenia",1.126e-09,"GenusAverage",1
"Rhombomys",206.6,"GenusAverage",6
"Rhomboplites",873.5,"GenusAverage",2
"Rhonciscus",199.4,"GenusAverage",0
"Rhopalum",7e-04,"GenusAverage",1
"Rhopias",11.55,"GenusAverage",1
"Rhopilema",4500,"GenusAverage",2
"Rhopocichla",16.3,"GenusAverage",2
"Rhopophilus",17.94,"GenusAverage",2
"Rhopornis",26.16,"GenusAverage",2
"Rhoptropella",2.216,"GenusAverage",2
"Rhoptropus",4.878,"GenusAverage",15
"Rhyacichthys",254.8,"GenusAverage",1
"Rhyacophila",0.006714,"GenusAverage",1
"Rhyacornis",21.66,"GenusAverage",2
"Rhyacotriton",2.833,"GenusAverage",6
"Rhynchactis",72,"GenusAverage",1
"Rhynchocalamus",13.93,"GenusAverage",3
"Rhynchocyclus",23.62,"GenusAverage",8
"Rhynchocyon",516.8,"GenusAverage",21
"Rhynchocypris",97.08,"GenusAverage",4
"Rhynchoedura",2.572,"GenusAverage",13
"Rhynchogale",2413,"GenusAverage",4
"Rhyncholestes",21.37,"GenusAverage",5
"Rhynchomeles",790.2,"GenusAverage",1
"Rhynchomys",155.6,"GenusAverage",9
"Rhynchonycteris",3.861,"GenusAverage",5
"Rhynchopelates",228.9,"GenusAverage",1
"Rhynchops",75.38,"GenusAverage",1
"Rhynchopsitta",388.3,"GenusAverage",8
"Rhynchortyx",152.5,"GenusAverage",3
"Rhynchospiza",23.9,"GenusAverage",2
"Rhynchostruthus",29.34,"GenusAverage",6
"Rhynchotus",826.7,"GenusAverage",4
"Rhynochetos",860,"GenusAverage",3
"Rhyticeros",1627,"GenusAverage",5
"Rhytipterna",32.11,"GenusAverage",6
"Riama",8.965,"GenusAverage",47
"Ridgwayia",88,"GenusAverage",1
"Rieppeleon",7.83,"GenusAverage",6
"Rigidipenna",173.3,"GenusAverage",3
"Rimator",19.47,"GenusAverage",6
"Rineloricaria",70.17,"GenusAverage",1
"Riolama",1.403,"GenusAverage",7
"Riparia",14.93,"GenusAverage",15
"Riptortus",0.0652,"GenusAverage",1
"Rissa",335.7,"GenusAverage",14
"Ristella",1.304,"GenusAverage",8
"Rita",14220,"GenusAverage",4
"Rivulus",2.701,"GenusAverage",0
"Robertus",0.0006288,"GenusAverage",2
"Robinsia",9.5,"GenusAverage",1
"Robsonius",61,"GenusAverage",3
"Robustosergia",1.655,"GenusAverage",1
"Rocio",478.4,"GenusAverage",1
"Rodriguesophis",21.73,"GenusAverage",3
"Roeboides",43.75,"GenusAverage",2
"Rollandia",488.5,"GenusAverage",6
"Rollulus",220.5,"GenusAverage",2
"Romaleon",603.5,"GenusAverage",1
"Romanogobio",15,"GenusAverage",1
"Romerolagus",481.9,"GenusAverage",6
"Rondeletia",71.7,"GenusAverage",1
"Rondonops",6.935,"GenusAverage",2
"Roraimia",16.07,"GenusAverage",2
"Rostratula",108.9,"GenusAverage",7
"Rostrhamus",384.8,"GenusAverage",9
"Rostrogobio",2.7,"GenusAverage",1
"Rostroraja",812.4,"GenusAverage",1
"Rougetius",149.1,"GenusAverage",3
"Rousettus",96.46,"GenusAverage",45
"Rowettia",46.11,"GenusAverage",1
"Rubigula",29.3,"GenusAverage",1
"Rubrisciurus",688.3,"GenusAverage",1
"Rucervus",121600,"GenusAverage",18
"Rudarius",7.9,"GenusAverage",1
"Rukia",21,"GenusAverage",2
"Rungwecebus",12000,"GenusAverage",3
"Rupicapra",31290,"GenusAverage",20
"Rupicola",237.5,"GenusAverage",8
"Rupornis",276,"GenusAverage",1
"Rusa",104200,"GenusAverage",26
"Rusingoryx",150000,"GenusAverage",1
"Rutilus",3411,"GenusAverage",8
"Ruvettus",215400,"GenusAverage",1
"Ruwenzorisorex",18.2,"GenusAverage",4
"Ruwenzorornis",239.9,"GenusAverage",2
"Rynchops",263.1,"GenusAverage",14
"Ryphila",1.2,"GenusAverage",1
"Rypticus",157.6,"GenusAverage",1
"Saara",686.6,"GenusAverage",7
"Sacalia",342.2,"GenusAverage",3
"Saccodon",62.3,"GenusAverage",1
"Saccolaimus",49.46,"GenusAverage",15
"Saccopharynx",5649,"GenusAverage",1
"Saccopteryx",5.172,"GenusAverage",16
"Saccostomus",54.39,"GenusAverage",11
"Sacculina",1,"GenusAverage",1
"Sagamichthys",265,"GenusAverage",0
"Sagitta",0.02833,"GenusAverage",0
"Sagittarius",3728,"GenusAverage",5
"Saguinus",6971,"GenusAverage",104
"Saiga",39770,"GenusAverage",12
"Saimiri",782.1,"GenusAverage",41
"Saiphos",4.411,"GenusAverage",2
"Sakesphorus",27.5,"GenusAverage",10
"Salamandra",20.74,"GenusAverage",6
"Salamandrella",26.58,"GenusAverage",3
"Salamandrina",0.6,"GenusAverage",0
"Salangichthys",3,"GenusAverage",1
"Salanoia",670.5,"GenusAverage",4
"Salanx",4.567,"GenusAverage",3
"Salarias",36.1,"GenusAverage",1
"Salariopsis",4.8,"GenusAverage",1
"Salea",44.87,"GenusAverage",6
"Salicornia",0.0355,"GenusAverage",1
"Salinomys",12.5,"GenusAverage",1
"Salminus",13390,"GenusAverage",5
"Salmo",12090,"GenusAverage",21
"Salmophasia",27,"GenusAverage",1
"Salmostoma",6.522,"GenusAverage",3
"Salomonelaps",324.5,"GenusAverage",3
"Saloptia",1691,"GenusAverage",1
"Salpa",6.776,"GenusAverage",2
"Salpinctes",16.46,"GenusAverage",3
"Salpingotulus",3.91,"GenusAverage",2
"Salpingotus",10.13,"GenusAverage",5
"Salpornis",15.13,"GenusAverage",4
"Saltator",49.71,"GenusAverage",32
"Saltatricula",22.28,"GenusAverage",2
"Saltuarius",33.67,"GenusAverage",15
"Salvadora",211.4,"GenusAverage",11
"Salvadorina",583,"GenusAverage",4
"Salvator",4323,"GenusAverage",8
"Salvelinus",8461,"GenusAverage",22
"Salvethymus",1462,"GenusAverage",1
"Samaris",56.97,"GenusAverage",2
"Samariscus",56.3,"GenusAverage",1
"Sandalodes",0.131,"GenusAverage",0
"Sander",7395,"GenusAverage",11
"Sangamona",157500,"GenusAverage",1
"Santamartamys",146.4,"GenusAverage",2
"Sanzinia",2913,"GenusAverage",2
"Sapajus",2977,"GenusAverage",19
"Sapayoa",20.8,"GenusAverage",3
"Saphenophis",63.58,"GenusAverage",5
"Sappho",5.342,"GenusAverage",3
"Saproscincus",2.792,"GenusAverage",24
"Sarada",12.55,"GenusAverage",3
"Sarcocheilichthys",114.6,"GenusAverage",8
"Sarcogyps",4510,"GenusAverage",2
"Sarcophanops",38.25,"GenusAverage",2
"Sarcophilus",10120,"GenusAverage",9
"Sarcops",142,"GenusAverage",2
"Sarcoramphus",3489,"GenusAverage",4
"Sarda",8163,"GenusAverage",5
"Sardina",127.6,"GenusAverage",3
"Sardinella",116.7,"GenusAverage",20
"Sardinops",185,"GenusAverage",5
"Sargassum",2.357,"GenusAverage",2
"Sargocentron",909.6,"GenusAverage",4
"Sargochromis",2033,"GenusAverage",0
"Sarinda",0.0046,"GenusAverage",0
"Sarkidiornis",2013,"GenusAverage",5
"Saroglossa",44,"GenusAverage",3
"Sarotherodon",354,"GenusAverage",6
"Sarothrura",34.09,"GenusAverage",22
"Sasia",9.544,"GenusAverage",7
"Sassacus",0.0057,"GenusAverage",0
"Satanoperca",263.1,"GenusAverage",3
"Satilatlas",0.000225,"GenusAverage",1
"Satrapa",22.06,"GenusAverage",2
"Satyrichthys",375,"GenusAverage",1
"Saurida",750,"GenusAverage",7
"Saurodactylus",1.038,"GenusAverage",5
"Saurogobio",76.53,"GenusAverage",7
"Sauromalus",795,"GenusAverage",16
"Sauromys",14.02,"GenusAverage",4
"Saurothera",81.9,"GenusAverage",1
"Saxatilomys",106,"GenusAverage",1
"Saxicola",15.98,"GenusAverage",28
"Saxicoloides",16.6,"GenusAverage",1
"Sayornis",17.67,"GenusAverage",14
"Scalicus",250.8,"GenusAverage",1
"Scalopus",72.7,"GenusAverage",9
"Scapanulus",33.06,"GenusAverage",4
"Scapanus",85.07,"GenusAverage",17
"Scaphiodonichthys",215.7,"GenusAverage",1
"Scaphiodontophis",89.7,"GenusAverage",2
"Scaphiophis",665,"GenusAverage",3
"Scaphiopus",18.21,"GenusAverage",10
"Scaphirhynchus",21980,"GenusAverage",4
"Scapteromys",138.7,"GenusAverage",6
"Scaptochirus",90.5,"GenusAverage",3
"Scaptonyx",15.7,"GenusAverage",2
"Scardinius",977.1,"GenusAverage",4
"Scartelaos",33.1,"GenusAverage",1
"Scarus",3047,"GenusAverage",13
"Scatophagus",1321,"GenusAverage",2
"Scelarcis",3.946,"GenusAverage",2
"Scelidodon",1373000,"GenusAverage",2
"Scelidotherium",1119000,"GenusAverage",2
"Sceloglaux",600,"GenusAverage",2
"Sceloperus",11.75,"GenusAverage",1
"Sceloporus",22.07,"GenusAverage",290
"Scelopterus",15,"GenusAverage",1
"Scelorchilus",49.23,"GenusAverage",4
"Scelotes",4.04,"GenusAverage",47
"Scenopoeetes",165.3,"GenusAverage",2
"Scepomycter",15.9,"GenusAverage",4
"Schedophilus",5999,"GenusAverage",5
"Schetba",37.29,"GenusAverage",2
"Schiffornis",30.68,"GenusAverage",10
"Schilbe",250,"GenusAverage",0
"Schismatogobius",0.1,"GenusAverage",1
"Schismatorhynchos",100,"GenusAverage",1
"Schistes",3.637,"GenusAverage",2
"Schistochlamys",32.38,"GenusAverage",4
"Schistocichla",27.68,"GenusAverage",13
"Schistolais",12.2,"GenusAverage",2
"Schistura",5.851,"GenusAverage",17
"Schizocosa",0.2721,"GenusAverage",1
"Schizodon",769.1,"GenusAverage",4
"Schizoeaca",17.06,"GenusAverage",8
"Schizopyge",485.2,"GenusAverage",1
"Schizopygopsis",288.4,"GenusAverage",9
"Schizothorax",1457,"GenusAverage",22
"Schoenicola",15.75,"GenusAverage",5
"Schoeniophylax",18.83,"GenusAverage",4
"Schoutedenapus",22.8,"GenusAverage",5
"Schroederia",6.37e-10,"GenusAverage",1
"Sciades",5694,"GenusAverage",2
"Sciaenops",45000,"GenusAverage",0
"Scinax",3.8,"GenusAverage",6
"Scincella",4.058,"GenusAverage",76
"Scincopus",193,"GenusAverage",3
"Scincus",53.45,"GenusAverage",12
"Sciocoris",0.006255,"GenusAverage",2
"Scissirostrum",65,"GenusAverage",1
"Sciurillus",38.31,"GenusAverage",5
"Sciurocheirus",279,"GenusAverage",5
"Sciurotamias",433.5,"GenusAverage",4
"Sciurus",604.1,"GenusAverage",171
"Sclateria",24.6,"GenusAverage",2
"Sclerocalyptus",280000,"GenusAverage",1
"Scleronycteris",49.18,"GenusAverage",4
"Scleropages",5633,"GenusAverage",5
"Sclerophrys",42.7,"GenusAverage",0
"Scleroptila",439.9,"GenusAverage",7
"Sclerurus",31.47,"GenusAverage",13
"Scobinichthys",444.5,"GenusAverage",1
"Scolecomorphus",45.6,"GenusAverage",1
"Scolecophis",15.4,"GenusAverage",1
"Scolecoseps",3.014,"GenusAverage",7
"Scolelepis",0.01439,"GenusAverage",2
"Scoliodon",220.9,"GenusAverage",1
"Scolomys",26.5,"GenusAverage",8
"Scolopax",253.5,"GenusAverage",23
"Scolopsis",247,"GenusAverage",4
"Scomber",1274,"GenusAverage",11
"Scomberoides",6573,"GenusAverage",3
"Scomberomorus",12330,"GenusAverage",19
"Scombrops",20390,"GenusAverage",1
"Scopelogadus",7.035,"GenusAverage",1
"Scopelosaurus",159.2,"GenusAverage",0
"Scophthalmus",4890,"GenusAverage",5
"Scopus",455.7,"GenusAverage",3
"Scorpaena",359.4,"GenusAverage",3
"Scorpaenichthys",6800,"GenusAverage",0
"Scorpaenodes",23.98,"GenusAverage",0
"Scorpis",327.2,"GenusAverage",1
"Scortum",913,"GenusAverage",1
"Scoteanax",26.47,"GenusAverage",4
"Scotinomys",13.31,"GenusAverage",11
"Scotobleps",9.178,"GenusAverage",1
"Scotocerca",8.15,"GenusAverage",2
"Scotoecus",8.03,"GenusAverage",14
"Scotomanes",23.01,"GenusAverage",4
"Scotonycteris",36.4,"GenusAverage",10
"Scotopelia",950.4,"GenusAverage",8
"Scotophilus",28.6,"GenusAverage",41
"Scotorepens",10.37,"GenusAverage",15
"Scotozous",6.852,"GenusAverage",4
"Scriptaphyosemion",0.6,"GenusAverage",4
"Scriptosaura",0.587,"GenusAverage",2
"Scuticaria",1206,"GenusAverage",1
"Scutiger",6.4,"GenusAverage",1
"Scutisorex",86.75,"GenusAverage",5
"Scyliorhinus",1403,"GenusAverage",1
"Scylla",2000,"GenusAverage",1
"Scyllarus",12.44,"GenusAverage",1
"Scyris",25000,"GenusAverage",1
"Scytalopus",18.89,"GenusAverage",76
"Scythrops",688,"GenusAverage",4
"Scytodes",0.082,"GenusAverage",0
"Searsia",33.4,"GenusAverage",1
"Sebastes",1757,"GenusAverage",90
"Sebastiscus",709,"GenusAverage",3
"Sebastolobus",1057,"GenusAverage",3
"Securicula",2.461,"GenusAverage",1
"Secutor",9.3,"GenusAverage",1
"Seicercus",6.668,"GenusAverage",20
"Seiurus",15.24,"GenusAverage",18
"Sekeetamys",57.8,"GenusAverage",7
"Selar",7367,"GenusAverage",1
"Selaroides",383.8,"GenusAverage",2
"Selasphorus",2.767,"GenusAverage",28
"Selenastrum",2.72e-10,"GenusAverage",1
"Selene",214.1,"GenusAverage",2
"Selenidera",171.3,"GenusAverage",12
"Selenotoca",1440,"GenusAverage",1
"Seleucidis",170.2,"GenusAverage",2
"Selevinia",24.37,"GenusAverage",4
"Semaprochilodus",4400,"GenusAverage",1
"Semicossyphus",9231,"GenusAverage",2
"Semilabeo",198.4,"GenusAverage",1
"Seminatrix",39,"GenusAverage",1
"Semioptera",141.7,"GenusAverage",2
"Semnopithecus",12910,"GenusAverage",28
"Semnornis",77.99,"GenusAverage",5
"Semotilus",938.4,"GenusAverage",1
"Senticolis",299.2,"GenusAverage",3
"Sepedon",0.003988,"GenusAverage",2
"Sephanoides",7.305,"GenusAverage",6
"Sepia",3048,"GenusAverage",5
"Sepioteuthis",200.9,"GenusAverage",2
"Sepsina",3.073,"GenusAverage",10
"Sepsophis",11.75,"GenusAverage",2
"Sericornis",12.15,"GenusAverage",37
"Sericossypha",114,"GenusAverage",2
"Sericostoma",0.007538,"GenusAverage",1
"Sericulus",153.6,"GenusAverage",9
"Serilophus",34,"GenusAverage",3
"Serinus",15.59,"GenusAverage",97
"Seriola",58750,"GenusAverage",9
"Seriolella",2200,"GenusAverage",1
"Seriolina",5440,"GenusAverage",1
"Serolis",1.15,"GenusAverage",1
"Serpenticobitis",0.8,"GenusAverage",1
"Serpophaga",7.027,"GenusAverage",10
"Serrabrycon",0.3433,"GenusAverage",0
"Serranochromis",2910,"GenusAverage",1
"Serranus",970.9,"GenusAverage",4
"Serrapinnus",0.123,"GenusAverage",0
"Serrasalmus",1095,"GenusAverage",4
"Serrivomer",604.7,"GenusAverage",1
"Servaea",0.03865,"GenusAverage",1
"Setifer",322.6,"GenusAverage",6
"Setipinna",43.51,"GenusAverage",4
"Setonix",2891,"GenusAverage",11
"Setopagis",37.33,"GenusAverage",3
"Setophaga",9.63,"GenusAverage",44
"Setornis",29.75,"GenusAverage",2
"Sewellia",1.1,"GenusAverage",1
"Sheppardia",16.95,"GenusAverage",28
"Shinisaurus",721.9,"GenusAverage",5
"Siagonodon",4.112,"GenusAverage",5
"Sialia",20.82,"GenusAverage",16
"Sialis",0.004593,"GenusAverage",2
"Sibirionetta",434,"GenusAverage",1
"Sibon",42.22,"GenusAverage",20
"Sibynomorphus",62.11,"GenusAverage",11
"Sibynophis",69.3,"GenusAverage",14
"Sicalis",20.12,"GenusAverage",25
"Sicista",8.831,"GenusAverage",29
"Sicydium",24.45,"GenusAverage",2
"Sicyopterus",20.59,"GenusAverage",16
"Sidymella",0.07,"GenusAverage",0
"Siebenrockiella",940,"GenusAverage",1
"Sieboldius",0.1934,"GenusAverage",0
"Sigaloseps",2.512,"GenusAverage",8
"Siganus",962.2,"GenusAverage",12
"Sigelus",25.65,"GenusAverage",2
"Sigmoceros",153000,"GenusAverage",1
"Sigmodon",137,"GenusAverage",55
"Sigmodontomys",60.5,"GenusAverage",4
"Sigmops",18.1,"GenusAverage",2
"Siliqua",16.59,"GenusAverage",1
"Sillaginodes",3720,"GenusAverage",2
"Sillaginopsis",556.7,"GenusAverage",1
"Sillago",241.1,"GenusAverage",11
"Silometopus",0.000225,"GenusAverage",1
"Silonia",11360,"GenusAverage",2
"Silurana",4.335,"GenusAverage",1
"Silurus",22760,"GenusAverage",13
"Silvascincus",26.01,"GenusAverage",4
"Silvicultrix",11.1,"GenusAverage",5
"Simalia",42310,"GenusAverage",9
"Simenchelys",372.5,"GenusAverage",1
"Simias",7650,"GenusAverage",7
"Simiscincus",12.72,"GenusAverage",2
"Simophis",112.3,"GenusAverage",1
"Simoselaps",19.4,"GenusAverage",6
"Simosthenurus",73170,"GenusAverage",9
"Simoxenops",45.88,"GenusAverage",4
"Simuliidae",0.0004138,"GenusAverage",1
"Simulium",4.74e-05,"GenusAverage",1
"Sineleotris",37.6,"GenusAverage",1
"Sinibotia",43.2,"GenusAverage",6
"Sinibrama",106.1,"GenusAverage",4
"Siniperca",1751,"GenusAverage",9
"Sinobdella",30.2,"GenusAverage",1
"Sinocrossocheilus",53.96,"GenusAverage",2
"Sinocyclocheilus",52.98,"GenusAverage",17
"Sinogastromyzon",5.54,"GenusAverage",7
"Sinomegaceros",222200,"GenusAverage",3
"Sinomicrurus",115.2,"GenusAverage",7
"Sinonatrix",388.2,"GenusAverage",4
"Sinosuthora",10.9,"GenusAverage",3
"Siphateles",712.9,"GenusAverage",2
"Siphlophis",159.5,"GenusAverage",9
"Siphonoperla",0.0003259,"GenusAverage",1
"Siphonops",53.7,"GenusAverage",1
"Siphonorhis",51,"GenusAverage",1
"Sipodotus",7.65,"GenusAverage",2
"Siptornis",13,"GenusAverage",2
"Siptornopsis",24.48,"GenusAverage",2
"Sirembo",46.2,"GenusAverage",1
"Siren",111.6,"GenusAverage",3
"Sirenoscincus",3.1,"GenusAverage",2
"Siriella",0.00525,"GenusAverage",1
"Sirystes",31.88,"GenusAverage",4
"Sistrurus",260.1,"GenusAverage",8
"Sitana",5.707,"GenusAverage",21
"Sitta",17.69,"GenusAverage",79
"Sittasomus",12.96,"GenusAverage",2
"Sitticus",0.0005698,"GenusAverage",2
"Sittiparus",17.42,"GenusAverage",2
"Sivacobus",78500,"GenusAverage",1
"Skate,",18,"GenusAverage",1
"Skutchia",50,"GenusAverage",1
"Slosarczykovia",3.458,"GenusAverage",1
"Smaug",125.2,"GenusAverage",18
"Smicrornis",5.591,"GenusAverage",5
"Smilisca",22,"GenusAverage",1
"Smilodon",342900,"GenusAverage",4
"Sminthopsis",20.92,"GenusAverage",103
"Smithornis",26.69,"GenusAverage",8
"Smutsia",20790,"GenusAverage",4
"Snowornis",77.44,"GenusAverage",4
"Soela",121,"GenusAverage",1
"Soergelia",225000,"GenusAverage",1
"Soestia",2.68,"GenusAverage",1
"Solaster",94.78,"GenusAverage",1
"Solea",853.3,"GenusAverage",2
"Solegnathus",66.85,"GenusAverage",2
"Solenocera",20.75,"GenusAverage",2
"Solenodon",657.3,"GenusAverage",15
"Solidago",0.1631,"GenusAverage",1
"Solisorex",66.6,"GenusAverage",1
"Solmissus",25.52,"GenusAverage",1
"Solomys",565.3,"GenusAverage",13
"Somateria",1596,"GenusAverage",20
"Somatochlora",0.07386,"GenusAverage",2
"Sommeromys",32.5,"GenusAverage",1
"Somniosus",1100000,"GenusAverage",0
"Sonneratia",0.8912,"GenusAverage",1
"Sonora",10.82,"GenusAverage",6
"Sooretamys",100.3,"GenusAverage",1
"Sordellina",48.3,"GenusAverage",1
"Sorex",6.663,"GenusAverage",323
"Soricomys",26,"GenusAverage",2
"Soriculus",14.7,"GenusAverage",5
"Sorubim",2224,"GenusAverage",4
"Sorubimichthys",14200,"GenusAverage",1
"Sotalia",64900,"GenusAverage",9
"Sousa",184100,"GenusAverage",15
"Spalacopus",112.1,"GenusAverage",9
"Spalax",343.6,"GenusAverage",28
"Spalerosophis",352.6,"GenusAverage",6
"Spanioconnus",8.54e-05,"GenusAverage",1
"Sparidentex",6100,"GenusAverage",1
"Sparisoma",803.3,"GenusAverage",1
"Sparodon",11000,"GenusAverage",1
"Spartina",0.308,"GenusAverage",1
"Spartonoica",11,"GenusAverage",2
"Sparus",6708,"GenusAverage",3
"Spatula",612.6,"GenusAverage",1
"Spatuloricaria",130,"GenusAverage",1
"Spea",21.05,"GenusAverage",2
"Spectracanthicus",220,"GenusAverage",1
"Speculanas",1514,"GenusAverage",2
"Speculipastor",64.75,"GenusAverage",4
"Speirops",14.15,"GenusAverage",4
"Spelaeomys",870,"GenusAverage",1
"Spelaeornis",10.3,"GenusAverage",15
"Speleomantes",3.535,"GenusAverage",4
"Speothos",7536,"GenusAverage",9
"Speotyto",146.3,"GenusAverage",1
"Sperata",12470,"GenusAverage",3
"Spermophaga",21.57,"GenusAverage",9
"Spermophilopsis",551,"GenusAverage",4
"Spermophilus",341.8,"GenusAverage",178
"Sphaerias",28.42,"GenusAverage",4
"Sphaerium",5,"GenusAverage",1
"Sphaerocystis",1.08e-08,"GenusAverage",1
"Sphaerodactylus",0.8057,"GenusAverage",230
"Sphaeronycteris",16.42,"GenusAverage",5
"Sphagnum",0.02239,"GenusAverage",1
"Sphecotheres",108.5,"GenusAverage",7
"Spheniscus",3387,"GenusAverage",24
"Sphenocichla",34.35,"GenusAverage",4
"Sphenodon",772.5,"GenusAverage",5
"Sphenoeacus",30.37,"GenusAverage",3
"Sphenomorphus",11.56,"GenusAverage",245
"Sphiggurus",1250,"GenusAverage",24
"Sphinx",1.449,"GenusAverage",1
"Sphoeroides",475.9,"GenusAverage",5
"Sphyraena",3391,"GenusAverage",8
"Sphyrapicus",50.48,"GenusAverage",21
"Sphyrna",207300,"GenusAverage",3
"Spicara",97.21,"GenusAverage",4
"Spilocuscus",4254,"GenusAverage",19
"Spilogale",464.2,"GenusAverage",19
"Spilopelia",130,"GenusAverage",3
"Spiloptila",6.75,"GenusAverage",3
"Spilornis",830.6,"GenusAverage",14
"Spilotes",2533,"GenusAverage",4
"Spinachia",56.39,"GenusAverage",0
"Spindalis",33.13,"GenusAverage",8
"Spinibarbus",931.3,"GenusAverage",6
"Spinus",12.81,"GenusAverage",21
"Spirocerus",790700,"GenusAverage",2
"Spirontocarus",1.2,"GenusAverage",1
"Spisula",181,"GenusAverage",1
"Spiza",24.21,"GenusAverage",6
"Spizaetus",1280,"GenusAverage",12
"Spizella",11.39,"GenusAverage",37
"Spiziapteryx",163,"GenusAverage",4
"Spizixos",41.33,"GenusAverage",5
"Spizocorys",17.25,"GenusAverage",17
"Spodiopsar",82.16,"GenusAverage",3
"Spondyliosoma",671,"GenusAverage",1
"Spondylurus",14.28,"GenusAverage",34
"Spongilla",20,"GenusAverage",1
"Spongiobranchaea",0.13,"GenusAverage",1
"Sporophila",11.29,"GenusAverage",62
"Sporopipes",14.42,"GenusAverage",6
"Spratelloides",4.348,"GenusAverage",3
"Sprattus",13.46,"GenusAverage",4
"Spreo",78.66,"GenusAverage",6
"Squalidus",28.09,"GenusAverage",11
"Squalinus",1.5,"GenusAverage",1
"Squaliobarbus",1594,"GenusAverage",2
"Squalius",1195,"GenusAverage",7
"Squalogadus",176.1,"GenusAverage",1
"Squalus",5723,"GenusAverage",5
"Squatina",24670,"GenusAverage",3
"Squilla",66.6,"GenusAverage",1
"Srilankamys",125.5,"GenusAverage",1
"Stachyridopsis",9.555,"GenusAverage",5
"Stachyris",17.64,"GenusAverage",35
"Stactolaema",51.39,"GenusAverage",11
"Stagnicola",0.01043,"GenusAverage",1
"Stagonopleura",15.48,"GenusAverage",10
"Stalia",0.0025,"GenusAverage",1
"Staphylinus",0.0476,"GenusAverage",1
"Starnoenas",219.5,"GenusAverage",2
"Staurotypus",566.7,"GenusAverage",3
"Stavsolus",0.01685,"GenusAverage",0
"Steatomys",29.6,"GenusAverage",25
"Steatornis",410.4,"GenusAverage",2
"Steganopus",56.86,"GenusAverage",3
"Stegastes",31.03,"GenusAverage",0
"Stegodon",1997000,"GenusAverage",4
"Stegomastodon",6591000,"GenusAverage",3
"Stegonotus",272.5,"GenusAverage",16
"Steindachneridion",5500,"GenusAverage",1
"Steindachnerina",79.28,"GenusAverage",5
"Stelgidillas",31.25,"GenusAverage",1
"Stelgidopteryx",14.24,"GenusAverage",8
"Stellagama",236.6,"GenusAverage",3
"Stellifer",136.4,"GenusAverage",6
"Stellula",2.364,"GenusAverage",5
"Stemonidium",13.1,"GenusAverage",1
"Stenella",99060,"GenusAverage",17
"Steno",123900,"GenusAverage",9
"Stenobrachius",9.25,"GenusAverage",0
"Stenocephalemys",83.52,"GenusAverage",17
"Stenocercus",26.17,"GenusAverage",138
"Stenodactylus",5.444,"GenusAverage",32
"Stenodema",0.0019,"GenusAverage",1
"Stenoderma",20.82,"GenusAverage",4
"Stenodus",26630,"GenusAverage",3
"Stenolepis",1.904,"GenusAverage",2
"Stenomys",71.8,"GenusAverage",1
"Stenopsyche",0.645,"GenusAverage",0
"Stenorrhina",56.95,"GenusAverage",2
"Stenostira",5.925,"GenusAverage",2
"Stenotomus",1133,"GenusAverage",1
"Stephanoaetus",3659,"GenusAverage",4
"Stephanolepis",392.5,"GenusAverage",3
"Stephanophorus",36.92,"GenusAverage",2
"Stephanopis",0.006928,"GenusAverage",0
"Stephanorhinus",2339000,"GenusAverage",5
"Stephanoxis",4,"GenusAverage",2
"Stercorarius",1034,"GenusAverage",26
"Sterechinus",13.1,"GenusAverage",1
"Stereochilus",11.45,"GenusAverage",2
"Stereolepis",173100,"GenusAverage",4
"Sterna",144.7,"GenusAverage",89
"Sternoclyta",8.025,"GenusAverage",2
"Sternoptyx",5.413,"GenusAverage",0
"Sternotherus",171.1,"GenusAverage",5
"Sternula",52.85,"GenusAverage",11
"Sterocaulon",40,"GenusAverage",1
"Sterrhoptilus",14.88,"GenusAverage",4
"Stethophyma",0.1036,"GenusAverage",1
"Sthenurus",117200,"GenusAverage",9
"Stichaeus",450.2,"GenusAverage",1
"Stichophanes",40,"GenusAverage",2
