Index,Continent,Species Distribution,Order,FAMILY,Genus,Species,synonyms,Common,LogMass (g),Combined.Mass (g),Mass Reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5084,SA,,Didelphimorphia,Didelphidae,Didelphis,marsupialis,,"Common Opossum, Southern Opossum, Black-eared Opossum",3.038,1091.164,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5140,SA,,Didelphimorphia,Didelphidae,Glironia,venusta,Marmosa aceramarcae  ,Bushy-tailed Opossum,2.057,113.999,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5144,SA,,Didelphimorphia,Didelphidae,Gracilinanus,aceramarcae,Marmosa aceramarcae  ,"Aceramarca Gracile Mouse Opossum, Bolivian Gracile Opossum",1.312,20.5,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5145,SA,,Didelphimorphia,Didelphidae,Gracilinanus,agilis,,"Agile Gracile Opossum, Agile Mouse Opossum, Agile Gracile Mouse Opossum",1.342,22,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5146,SA,,Didelphimorphia,Didelphidae,Gracilinanus,dryas,,Wood Sprite Gracile Mouse Opossum,1.255,18,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147,SA,,Didelphimorphia,Didelphidae,Gracilinanus,emiliae,Gracilinanus longicaudis  |Gracilinanus longicaudus  |Marmosa emiliae  ,"Emilia's Gracile Opossum, Emilia's Gracile Mouse Opossum",0.881,7.6,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5148,SA,,Didelphimorphia,Didelphidae,Gracilinanus,marica,Gracilinanus perijae  ,Northern Gracile Mouse Opossum,1.377,23.8,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5149,SA,,Didelphimorphia,Didelphidae,Gracilinanus,microtarsus,,"Brazilian Gracile Opossum, Brazilian Gracile Mouse Opossum",1.491,31,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5203,SA,,Didelphimorphia,Didelphidae,Lestodelphys,halli,Notodelphys halli,Patagonian Opossum,1.881,75.999,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5223,SA,,Didelphimorphia,Didelphidae,Lutreolina,crassicaudata,,"Little Water Opossum, Thick-tailed Opossum, Lutrine Opossum",2.73,537.304,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5651,SA,,Didelphimorphia,Didelphidae,Makalata,macrura,Echimys macrurus  ,Long-tailed Tree Rat,1.316,20.7,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5227,SA,,Didelphimorphia,Didelphidae,Marmosa,andersoni,,Anderson's Mouse Opossum,1.676,47.4,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5228,SA,,Didelphimorphia,Didelphidae,Marmosa,lepida,,Little Rufous Mouse Opossum,1.146,14,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5229,SA,,Didelphimorphia,Didelphidae,Marmosa,mexicana,,Mexican Mouse Opossum,1.694,49.45,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5230,SA,,Didelphimorphia,Didelphidae,Marmosa,murina,,"Linnaeus's Mouse Opossum, Murine Mouse Opossum",1.415,26,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5231,SA,,Didelphimorphia,Didelphidae,Marmosa,robinsoni,,Robinson's Mouse Opossum,1.753,56.667,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5232,SA,,Didelphimorphia,Didelphidae,Marmosa,rubra,,Red Mouse Opossum,1.799,63,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233,SA,,Didelphimorphia,Didelphidae,Marmosa,tyleriana,,Tyler's Mouse Opossum,1.511,32.4,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234,SA,,Didelphimorphia,Didelphidae,Marmosa,xerophila,,Dryland Mouse Opossum,1.665,46.2,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5235,SA,,Didelphimorphia,Didelphidae,Marmosops,cracens,,Slim-faced Slender Mouse Opossum,1.407,25.5,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5236,SA,,Didelphimorphia,Didelphidae,Marmosops,dorothea, , ,1.574,37.5,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5237,SA,,Didelphimorphia,Didelphidae,Marmosops,fuscatus,,Gray-bellied Slender Mouse Opossum,1.778,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5238,SA,,Didelphimorphia,Didelphidae,Marmosops,handleyi,,Handley's Slender Mouse Opossum,1.487,30.7,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5239,SA,,Didelphimorphia,Didelphidae,Marmosops,impavidus,,Andean Slender Mouse Opossum,1.607,40.5,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5240,SA,,Didelphimorphia,Didelphidae,Marmosops,incanus,,"Grey Slender Mouse Opossum, Gray Slender Mouse Opossum, Gray Slender Opossum",1.794,62.3,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5241,SA,,Didelphimorphia,Didelphidae,Marmosops,invictus,,Slaty Slender Mouse Opossum,1.465,29.2,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5242,SA,,Didelphimorphia,Didelphidae,Marmosops,noctivagus,Marmosops dorothea  ,White-bellied Slender Mouse Opossum,1.322,21,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5243,SA,,Didelphimorphia,Didelphidae,Marmosops,parvidens,,"Delicate Slender Mouse Opossum, Delicate Slender Opossum, Opossum-souris DÅ_licat",1.176,15,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5259,SA,,Didelphimorphia,Didelphidae,Metachirus,nudicaudatus,,Brown Four-eyed Opossum,2.574,375,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5260,SA,,Didelphimorphia,Didelphidae,Micoureus,alstoni, , ,2.122,132.3,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5261,SA,,Didelphimorphia,Didelphidae,Micoureus,constantiae, , ,1.954,89.999,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5262,SA,,Didelphimorphia,Didelphidae,Micoureus,demerarae, , ,1.879,75.75,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5263,SA,,Didelphimorphia,Didelphidae,Micoureus,regina, , ,2.074,118.599,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5297,SA,,Didelphimorphia,Didelphidae,Monodelphis,adusta,,Sepia Short-tailed Opossum,1.544,35,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5298,SA,,Didelphimorphia,Didelphidae,Monodelphis,americana,,"Northern Three-striped Opossum, Three-striped Short-tailed Opossum",1.29,19.5,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5299,SA,,Didelphimorphia,Didelphidae,Monodelphis,brevicaudata,Monodelphis orinoci  ,"Northern Red-sided Opossum, Red-legged Short-tailed Opossum",1.843,69.626,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5300,SA,,Didelphimorphia,Didelphidae,Monodelphis,dimidiata,Didelphis brachyura|Didelphis henseli|Didelphis lundi|Didelphys dimidiata  |Monodelphis fosteri|Monodelphis sorex|Peramys dimidiata subspecies itatiayae|Peramys sorex,"Southern Short-tailed Opossum, Yellow-sided Opossum, Eastern Short-tailed Opossum",1.763,58,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5301,SA,,Didelphimorphia,Didelphidae,Monodelphis,domestica,,"Grey Short-tailed Opossum, Gray Short-tailed Opossum",1.854,71.4,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5302,SA,,Didelphimorphia,Didelphidae,Monodelphis,emiliae,,Emilia's Short-tailed Opossum,1.602,40,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5303,SA,,Didelphimorphia,Didelphidae,Monodelphis,iheringi,,"Ihering's Short-tailed Opossum, Ihering's Three-striped Opossum",2.049,112.001,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5304,SA,,Didelphimorphia,Didelphidae,Monodelphis,kunsi,,Pygmy Short-tailed Opossum,1.053,11.3,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5305,SA,,Didelphimorphia,Didelphidae,Monodelphis,osgoodi,,Osgood's Short-tailed Opossum,2.049,112.001,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5306,SA,,Didelphimorphia,Didelphidae,Monodelphis,rubida, , ,1.658,45.5,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5307,SA,,Didelphimorphia,Didelphidae,Monodelphis,scalops,,Long-nosed Short-tailed Opossum,2.87,741.003,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5308,SA,,Didelphimorphia,Didelphidae,Monodelphis,sorex, , ,1.681,48,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5309,SA,,Didelphimorphia,Didelphidae,Monodelphis,theresa, , ,2.049,112.001,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5310,SA,,Didelphimorphia,Didelphidae,Monodelphis,unistriata, , ,1.743,55.301,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5440,SA,,Didelphimorphia,Didelphidae,Philander,andersoni,,"Anderson's Four-eyed Opossum, Black Four-eyed Opossum",2.512,324.997,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5441,SA,,Didelphimorphia,Didelphidae,Philander,opossum,,"Gray Four-eyed Opossum, Guaiki",2.624,421,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5650,SA,,Didelphimorphia,Didelphidae,Thylamys,elegans,Didelphis elegans,"Elegant Fat-tailed Mouse Opossum, Elegant Fat-tailed Opossum",1.461,28.9,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5652,SA,,Didelphimorphia,Didelphidae,Thylamys,pallidior,Marmosa elegans subspecies palliodor,"Pallid Fat-tailed Opossum, White-bellied Fat-tailed Mouse Opossum",1.173,14.9,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5653,SA,,Didelphimorphia,Didelphidae,Thylamys,pusillus,,Small Fat-tailed Opossum,1.613,41,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5654,SA,,Didelphimorphia,Didelphidae,Thylamys,velutinus,,"Dwarf Fat-tailed Mouse Opossum, Velvety Fat-tailed Opossum",1.316,20.7,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5011,SA,,Insectivora,Soricidae,Cryptotis,avia, , ,1.041,11,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5612,SA,,Lagomorpha,Leporidae,Sylvilagus,brasiliensis,,"Tapeti, Forest Rabbit",2.978,949.992,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5613,SA,,Lagomorpha,Leporidae,Sylvilagus,floridanus,,Eastern Cottontail,3.069,1172.789,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722,SA,,Litopterna,Macraucheniidae,Macrauchenia,patachonica,,,5.995,988000,R. Lydekker. 1894. Contributions to a knowledge of the Fossil Vertebrates of Argentina. III - A study of extinct argentine ungulates. Anales del Museo de La Plata. Paleontologâ€™a Argentina 2(3):1-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5764,SA,,Litopterna,Macraucheniidae,Windhausenia,spp.,,,5.845,7.00E+05,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5092,SA,,Microbiotheria,Microbiotheriidae,Dromiciops,gliroides,Dromiciops australis  ,Monito del Monte,1.348,22.3,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5724,SA,,Notoungulata,Toxodontidae,Mixotoxodon,spp.,,,6,1.00E+06,"Van Frank. 1957. A fossil collection from northern Venezuela. 1. Toxodontidae (Mammalia, Notoungulata). American Museum Novitates 1850:1-38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5759,SA,,Notoungulata,Toxodontidae,Toxodon,bilobidens,,,6.041,1100000,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5760,SA,,Notoungulata,Toxodontidae,Toxodon,burmeisteri,,,6.041,1100000,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5761,SA,,Notoungulata,Toxodontidae,Toxodon,paradoxus,,,6,1.00E+06,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5762,SA,,Notoungulata,Toxodontidae,Toxodon,platensis,,,6.215,1642000,39_ 43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4914,SA,,Paucituberculata,Caenolestidae,Caenolestes,caniventer,,"Gray-bellied Shrew Opossum, Pale-bellied Shrew Opossum, Gray-bellied Caenolestid",1.602,40,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4915,SA,,Paucituberculata,Caenolestidae,Caenolestes,convelatus,,"Blackish Shrew Opossum, Northern Shrew Opossum, Northern Caenolestid",1.602,40,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4916,SA,,Paucituberculata,Caenolestidae,Caenolestes,fuliginosus,Caenolestes tatei  ,"Silky Shrew Opossum, Ecuadorean Shrew-opossum, Dusky Caenolestid, Common Grey Shrew Opossum",1.444,27.8,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5204,SA,,Paucituberculata,Caenolestidae,Lestoros,inca,Orolestes inca,Incan Shrew Opossum,1.324,21.1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5552,SA,,Paucituberculata,Caenolestidae,Rhyncholestes,raphanurus,,"Chilean Caenolestid, Chilean Shrew Opossum, Long-nosed Caenolestid",1.322,21,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,SA,,Perissodactyla,Equidae,Equus,andium,,,5.342,220000,8_ 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,SA,,Perissodactyla,Equidae,Equus,insulatus,,,5.545,351000,8_ 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,SA,,Perissodactyla,Equidae,Equus,lasallei,,,5.544,350000,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5702,SA,,Perissodactyla,Equidae,Equus,neogeus,,allochthonous sp,5.577,378000,11_ 39_ 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5703,SA,,Perissodactyla,Equidae,Equus,santaeelenae,,,5.544,350000,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5714,SA,,Perissodactyla,Equidae,Hippidion,principale,,allochthonous sp,5.708,511000,35_ 43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5715,SA,,Perissodactyla,Equidae,Hippidion,saldiasi,,,5.423,265000,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5736,SA,,Perissodactyla,Equidae,Onohippidium,spp.,,,5.492,310700,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5618,SA,,Perissodactyla,Tapiridae,Tapirus,bairdii,,"Baird's Tapir, Central American Tapir",5.477,299999.133,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5619,SA,,Perissodactyla,Tapiridae,Tapirus,pinchaque,,"Mountain Tapir, Woolly Tapir, Andean Tapir",5.173,148949.826,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5620,SA,,Perissodactyla,Tapiridae,Tapirus,terrestris,,"Lowland Tapir, South American Tapir, Brazilian Tapir",5.317,207500.907,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4905,SA,,Pilosa,Bradypodidae,Bradypus,torquatus,,"Maned Three-toed Sloth, Maned Sloth, Brazilian Three-toed Sloth",3.591,3899.959,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4906,SA,,Pilosa,Bradypodidae,Bradypus,tridactylus,,"Pale-throated Three-toed Sloth, Pale-throated Sloth",3.585,3849.994,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4907,SA,,Pilosa,Bradypodidae,Bradypus,variegatus,,"Brown-throated Sloth, Brown-throated Three-toed Sloth, Bolivian Three-toed Sloth",3.637,4335.009,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5055,SA,,Pilosa,Cyclopedidae,Cyclopes,didactylus,,"Silky Anteater, Pygmy Anteater",2.518,329.503,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4995,SA,,Pilosa,Megalonychidae,Choloepus,didactylus,,"LinnÅ_'s Two-toed Sloth, Unau, Southern Two-toed Sloth, Linnaeus's Two-toed Sloth",3.713,5160.004,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4996,SA,,Pilosa,Megalonychidae,Choloepus,hoffmanni,,Hoffmann's Two-toed Sloth,3.544,3500.016,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5732,SA,,Pilosa,Megalonychidae,Nothropus,spp.,,,5,1.00E+05,11_ 41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
