No.,Family,Genus name,Species name,Adult female mass,Source (female mass),Gestation length,First source (gestation),Gestation length (2),Second source (gestation),Litter size.,First source (litter size),Litter size. (2),Second source (litter size),Litter size. (3),Third source (litter size),Age at weaning,First source (age at weaning),Age at weaning.,Second source (age at weaning),Age at weaning. (2),Third source (age at weaning),Inter-birth interval.,First source (inter-birth interval),Inter-birth interval. (2),Second source (inter-birth interval),Female age at maturity,First source (age at maturity),Female age at maturity.,Second source (age at maturity),Female age at maturity (2),Third source (age at maturity),Maximum lifespan,First source (lifespan),Maximum lifespan (2),Second source (lifespan),Mass at birth,First source (mass at birth),Mass at birth (2),Second source (mass at birth),Mass at pouch vacation,First source (mass at pouch vacation),Mass at pouch vacation (2),Second source (mass at pouch vacation),Mass at pouch vacation (3),Third source (mass at pouch vacation),Mass at weaning,First source (mass at weaning),Mass at weaning (2),Second source (mass at weaning),Mass at weaning (3),Third source (mass at weaning),Female mass at maturity,Source (mass at maturity),diet type,First source (diet),Second source (diet),Mean group size,First source (group size),Mean group size (2),Second source (group size),Mean group size (3),Third source (group size),Population density,First source (density),Population density.,Second source (density),Population density. (2),Third source (density),Mean annual rainfall,Source (rainfall),diurnality,Source (diurnality),shelter type,Source (shelter),arboreality,Source (arboreality)
121,Dasyuridae,Phascogale,tapoatafa,156,Soderquist 1995a,30,Soderquist 1995a,27,Millis et al. 1999,6.8,Halley 1992,7,Soderquist 1995b,6.3,Millis et al. 1999,150,Soderquist 1995b,152,Collins 1973,_,_,365,Soderquist 1995a,_,_,330,Cuttle 1982,_,_,_,_,3.5,Scarff et al. 1998,5,Halley 1992,_,_,_,_,18,Cuttle 1982,4,Soderquist 1995a,_,_,70,Soderquist 1995b,_,_,_,_,_,_,3,Soderquist 1995a,_,1,Soderquist 1995a,_,_,_,_,1.11,Cuttle 1982,_,_,_,_,1400,AUSLIG 1980,2,Soderquist 1995a,1,Soderquist 1995a,1,Soderquist & Ealy 1994
122,Phascolarctidae,Phascolarctos,cinereus,5100,Martin & Handasyde 1995,35,Martin & Handasyde 1995,34,Martin & Lee 1984,1,Martin & Handasyde 1995,_,_,_,_,365,Martin & Handasyde 1995,365,Smith 1979a,_,_,383,Martin & Handasyde 1990,_,_,730,Martin & Handasyde 1995,660,Martin & Handasyde 1990,1060,Martin & Lee 1984,18,Martin & Handasyde 1995,14.5,Smith 1979a,_,_,_,_,750,Smith 1979a,_,_,_,_,1240,Smith & Lee 1984,_,_,_,_,_,_,1,Martin & Handasyde 1995,_,1,Martin & Handasyde 1995,_,_,_,_,3,Martin 1985,_,_,_,_,900,AUSLIG 1980,2,Martin & Handasyde 1995,2,Martin & Handasyde 1995,1,Martin & Handasyde 1990
123,Didelphidae,Philander,opossum,450,Silva & Downing 1995,_,_,_,_,4.6,Fleming 1973,4.2,Charles-Dominique 1983,5.3,Cerqueira & Gentile 1993,80,Gentile et al. 1995,76,D’andrea et al. 1994,90,Julien-Laferriere & Atramentowicz 1990,90,Charles-Dominique et al. 1983,122,Gentile et al. 1995,176,Gentile et al. 1995,150,Charles-Dominique et al. 1983,_,_,3.5,Collins 1973,_,_,_,_,_,_,_,_,_,_,_,_,110,Collins 1973,_,_,_,_,_,_,2,Julien-Laferriere & Atramentowicz 1990,_,_,_,_,_,_,_,0.6,Fleming 1972,1.91,Cerqueira & Gentile 1993,_,_,3000,Atramentowicz 1986,_,_,2,Collins 1973,2,Miles et al. 1981
124,Dasyuridae,Planigale,gilesi,6.9,Read 1995a,16,Read 1995a,15.5,Read 1984b,6.1,Read 1984b,_,_,_,_,75,Read 1984b,_,_,_,_,341,Read 1984b,_,_,240,Read 1984b,_,_,_,_,5,Read 1984b,_,_,_,_,_,_,0.74,Read 1987,_,_,_,_,5.8,Read 1987,_,_,_,_,_,_,3,Read 1995a,Read 1987,1,Read 1984a,_,_,_,_,7.4,_,_,_,_,_,150,AUSLIG 1980,2,Read 1995a,2,Read 1995a,2,Read 1995a
125,Dasyuridae,Planigale,ingrami,4.3,Van Dyck 1995e,_,_,_,_,_,_,_,_,_,_,90,Van Dyck 1995e,_,_,_,_,_,_,_,_,_,_,_,_,_,_,1.3,Collins 1973,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,Van Dyck 1995e,_,_,_,_,_,_,_,_,_,_,_,_,_,1200,AUSLIG 1980,_,_,2,Van Dyck 1995e,2,Van Dyck 1995e
126,Dasyuridae,Planigale,maculata,10,Redhead 1995,20,Redhead 1995,19,Aslin 1975,8,Redhead 1995,7.3,Aslin 1975,_,_,70,Aslin 1975,72,Van Dyck 1979,_,_,91,Van Dyck 1979b,_,_,290,Aslin 1975,_,_,_,_,4,Aslin 1982,_,_,_,_,_,_,1,Aslin 1975,_,_,_,_,4.85,Aslin 1975,_,_,_,_,_,_,3,Redhead 1995,_,1,Van Dyck 1979b,_,_,_,_,_,_,_,_,_,_,_,_,_,_,2,Redhead 1995,2,Van Dyck 1979b
127,Dasyuridae,Planigale,tenuirostris,5.3,Read 1995b,19,Read 1995b,_,_,6,Read 1984b,_,_,_,_,95,Read 1995b,_,_,_,_,332,Read 1984b,_,_,240,Read 1984b,_,_,_,_,3,Read 1984b,_,_,_,_,_,_,0.5,Read 1987,_,_,_,_,2.7,Read 1987,_,_,_,_,_,_,3,Read 1987,_,1,Read 1984a,_,_,_,_,_,_,_,_,_,_,150,AUSLIG 1980,2,Read 1995b,2,Read 1995b,2,Read 1984a
128,Potoroidae,Potorous,longipes,1650,Seebeck 1995b,38,Serena et al. 1996,_,_,1,Seebeck 1995b,_,_,_,_,161,Seebeck 1992,_,_,_,_,151,Green & Mitchell 1997,_,_,780,Seebeck 1992,730,Seebeck 1995b,_,_,10,Seebeck et al. 1989,_,_,_,_,_,_,290,Seebeck 1992,_,_,_,_,890,Seebeck 1992,_,_,_,_,1650,Seebeck 1992,4,Seebeck 1995b,_,1,Green & Mitchell 1997,_,_,_,_,0.5,Scotts & Seebeck 1989,0.32,Green et al. 1998,_,_,1200,Seebeck 1995b,2,Seebeck 1995b,2,Seebeck 1995b,2,Seebeck 1995b
129,Potoroidae,Potorous,tridactylus,1020,Johnston 1995,38,Hughes 1962,_,_,1,Johnston 1995,_,_,_,_,147,Tyndale-Biscoe & Renfree 1987,170,Bryant 1989,_,_,126,Bryant 1989,_,_,365,Johnston 1995,_,_,_,_,7,Guiler & Kitchener 1967,_,_,0.33,Hughes 1962,0.29,Bryant 1989,184,Hughes 1962,225,Bryant 1989,_,_,500,Bryant 1989,_,_,_,_,890,Hughes 1962,4,Guiler 1971aa,_,1,Johnston 1995,_,_,_,_,2.55,Bennett 1987,0.23,Mason 1997,0.2,Kitchener 1973,1200,AUSLIG 1980,2,Johnston 1995,3,Seebeck et al. 1989,2,Johnston 1995
130,Dasyuridae,Pseudantechinus,macdonnellensis,30,Woolley 1995g,50,Woolley 1995g,51,Woolley 1991a,5.9,Woolley 1991a,_,_,_,_,98,Woolley 1995g,_,_,_,_,365,Woolley 1995g,_,_,0.96,Woolley 1991a,_,_,_,_,3,Woolley 1991a,_,_,0.012,Woolley 1991a,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,Woolley 1995g,_,1,Woolley 1991a,_,_,_,_,_,_,_,_,_,_,200,AUSLIG 1980,2,Woolley 1995g,2,Woolley 1995g,2,Woolley 1991a
131,Dasyuridae,Pseudantechinus,ningbing,17.5,Woolley 1995d,45,Woolley 1988,_,_,4,Woolley 1988,_,_,_,_,112,Woolley 1995d,_,_,_,_,365,Woolley 1995d,_,_,330,Woolley 1995d,_,_,_,_,2,Woolley 1995d,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,Woolley 1995d,_,1,Woolley 1988,_,_,_,_,_,_,_,_,_,_,1400,AUSLIG 1980,_,_,_,_,_,_
132,Dasyuridae,Pseudantechinus,woolleyae,38,Woolley 1995h,_,_,_,_,6,Woolley 1995h,_,_,_,_,_,_,_,_,_,_,_,_,_,_,300,Woolley 1995h,_,_,_,_,4,Woolley 1995h,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,Woolley 1995h,_,_,_,_,_,_,_,_,_,_,_,_,_,200,AUSLIG 1980,_,_,_,_,_,_
133,Pseudocheiridae,Pseudocheirops,cupreus,1700,Flannery 1990,_,_,_,_,1,Flannery 1990,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,1,Flannery 1990,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,2,Flannery 1990,2,Flannery 1990
134,Pseudocheiridae,Pseudocheirus,occidentalis,1000,Jones 1995a,_,_,_,_,1.1,Jones 1995a,1.1,Ellis & Jones 1992,1.2,Jones et al. 1994,200,Jones 1995a,210,Jones et al. 1994,_,_,122,Ellis & Jones 1992,_,_,300,Jones 1995a,_,_,_,_,_,_,_,_,_,_,_,_,125,Jones 1995a,125,Ellis & Jones 1992,_,_,550,Jones 1995a,_,_,_,_,830,Jones et al. 1994,1,Jones 1995a.,Jones et al. 1994,1,Jones 1995a,_,_,_,_,3.2,Jones et al. 1994,_,_,_,_,1600,AUSLIG 1980,2,Jones 1995a,1,Jones 1995a,1,Jones et al. 1994
135,Pseudocheiridae,Pseudocheirus,peregrinus,900,McKay & Ong 1995,_,_,_,_,1.94,How et al. 1984,2.07,Pahl & Lee 1988,1.86,Hughes et al. 1965,180,McKay & Ong 1995,200,How et al. 1984,205,Munks & Green 1997,311.9,Pahl & Lee 1988,301.7,How et al. 1984.,420,How et al. 1984,375,Pahl & Lee 1988,_,_,5,How et al. 1984,6,Barnett et al. 1982,0.3,Tyndale-Biscoe 1984,_,_,80,How et al. 1984,89,Munks & Green 1997,_,_,400,Tyndale-Biscoe 1984,400,Pahl 1988,532,Munks & Green 1997,850,Munks & Green 1997,1,McKay & Ong 1995.,Pahl 1987,2,McKay & Ong 1995,2,How et al. 1984,_,_,14.07,How et al. 1984,13.4,Pahl 1984,_,_,800,AUSLIG 1980,2,McKay & Ong 1995,1,McKay & Ong 1995,1,McKay & Ong 1995
136,Pseudocheiridae,Pseudochirops,archeri,1120,Winter & Goudberg 1995a,_,_,_,_,1,Winter & Goudberg 1995a,1.07,Winter & Atherton 1984,_,_,_,_,_,_,_,_,365,Winter & Goudberg 1995a,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,1,Winter & Goudberg 1995a,Proctor-Gray 1984,1,Winter & Goudberg 1995a,1.06,Winter & Atherton 1984,_,_,1.5,pers. comm. J. Winter,_,_,_,_,3000,AUSLIG 1980,2,Winter & Goudberg 1995a,2,Winter & Goudberg 1995a,1,Winter & Goudberg 1995a
137,Pseudocheiridae,Pseudochirulus,cinereus,910,Winter & Trenerry 1995,_,_,_,_,2,Winter & Trenerry 1995,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,280,Winter & Trenerry 1995,_,_,_,_,_,_,_,_,_,_,_,_,1,Winter & Trenerry 1995,_,1,Winter & Trenerry 1995,1.04,Winter & Atherton 1984,_,_,1.46,pers. comm. J. Winter,_,_,_,_,2400,AUSLIG 1980,2,Winter & Trenerry 1995,1,Winter & Trenerry 1995,1,Winter & Trenerry 1995
138,Pseudocheiridae,Pseudochirulus,forbesi,600,Flannery 1990,_,_,_,_,1,Flannery 1990,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,1,Flannery 1990,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,1,Flannery 1990,1,Flannery 1990
139,Pseudocheiridae,Pseudochirulus,herbertensis,1050,Winter & Goudberg 1995b,_,_,_,_,2,Winter & Goudberg 1995b,1.8,Haffenden 1984,1.5,Winter & Atherton 1984,160,Haffenden 1984,_,_,_,_,332,Haffenden 1984,_,_,480,Haffenden 1984,_,_,_,_,_,_,_,_,0.18,Haffenden 1984,_,_,115,Haffenden 1984,_,_,_,_,200,Haffenden 1984,_,_,_,_,_,_,1,Winter & Goudberg 1995b,_,1,Winter & Goudberg 1995b,1,Winter & Atherton 1984,_,_,9,Winter & Goudberg 1995b,_,_,_,_,2400,AUSLIG 1980,2,Winter & Goudberg 1995b,1,Winter & Goudberg 1995b,1,Winter & Goudberg 1995b
140,Dasyuridae,Sarcophilus,harrisii,7000,Jones 1995b,31,Guiler 1971,_,_,2.8,Jones 1995b,2.95,Guiler 1970,_,_,280,Jones 1995b,140,Collins 1973,_,_,365,Jones 1995b,_,_,730,Jones 1995b,_,_,_,_,6,Jones 1995b,6,Collins 1973,0.18,Guiler 1970.,0.24,Hughes 1982,200,Guiler 1970,_,_,_,_,_,_,_,_,_,_,4400,Hughes 1982,3,Jones 1995b,_,1,Jones 1995b,_,_,_,_,0.059,Othmar et al. 1977,_,_,_,_,1000,AUSLIG 1980,2,Jones 1995b,1,Jones 1995b,2,Jones 1995b
141,Macropodidae,Setonix,brachyurus,2900,Kitchener 1995,27,Sharman 1955,_,_,1,Johnston 1995,_,_,_,_,310,Collins 1973,570,Kitchener 1970,_,_,365,Johnston 1995,_,_,390,Shield 1968,480,Dunnet 1962,_,_,12,Niven 1970,_,_,0.45,Waring et al. 1955,0.35,Lee & Ward 1989,500,Shield 1968,_,_,_,_,_,_,_,_,_,_,_,_,1,Storr 1964,_,2,Kitchener 1972,_,_,_,_,17,Kitchener 1973,5.8,Main & Yadav 1971,_,_,742,Kitchener 1972,2,Kitchener 1995,3,Kitchener 1995,2,Kitchener 1995
142,Dasyuridae,Sminthopsis,crassicaudata,15,Morton 1995a,16,Ewer 1968,13,Godfrey & Crowcroft 1971,7.5,Morton 1978b,7.3,Godfrey & Crowcroft 1971,_,_,65,Ewer 1968,70,Godfrey & Crowcroft 1971,_,_,329,Morton 1978b,_,_,150,Morton 1995a,115,Ewer 1968,152,Godfrey & Crowcroft 1971,3,Collins 1973,4.3,Aslin 1982,_,_,_,_,_,_,_,_,_,_,6.5,Godfrey & Crowcroft 1971,_,_,_,_,14,Godfrey & Crowcroft 1971,3,Morton 1995a.,Morton 1978b,1,Morton 1995a,_,_,_,_,0.5,Morton 1978a,_,_,_,_,200,AUSLIG 1980,2,Morton 1995a,2,Morton 1995a,2,Morton 1978a
143,Dasyuridae,Sminthopsis,dolichura,12.4,Friend & Pearson 1995,_,_,_,_,7.2,Friend et al. 1997,_,_,_,_,_,_,_,_,_,_,365,Friend & Pearson 1995,_,_,255,Friend & Pearson 1995,_,_,_,_,2,Friend & Pearson 1995,3.17,Friend et al. 1997,_,_,_,_,_,_,_,_,_,_,5,Friend & Pearson 1995,3,Friend et al. 1997,_,_,_,_,3,Friend & Pearson 1995,_,1,Friend et al. 1997,_,_,_,_,_,_,_,_,_,_,400,AUSLIG 1980,2,Friend & Pearson 1995,1,Friend & Pearson 1995,2,Friend et al. 1997
144,Dasyuridae,Sminthopsis,leucopus,19,Lunney 1995,15,Read et al. 1983,_,_,8,Woolley & Ahern 1983,_,_,_,_,85,Lunney 1995,_,_,_,_,365,Lunney 1995,_,_,336,Woolley & Ahern 1983,_,_,_,_,2.5,Lunney & Ashby 1987,_,_,_,_,_,_,_,_,_,_,_,_,9,Woolley & Ahern 1983,_,_,_,_,_,_,3,Lunney et al. 1986,Hutchings 1996,1,Hutchings 1996,1,Laidlaw et al. 1996,_,_,6.18,Laidlaw et al. 1996,_,_,_,_,1000,AUSLIG 1980,2,Lunney 1995,2,Lunney 1995,2,Hutchings 1996
145,Dasyuridae,Sminthopsis,macroura,20,Morton 1995b,11,Morton 1995b,12.5,Godfrey 1969,6,Woolley 1990,7,Taggart et al. 1997,_,_,70,Godfrey 1969,_,_,_,_,183,Morton 1995b,_,_,120,Morton 1995b,135,Godfrey 1969,160,Godfrey & Crowcroft 1971,3,Godfrey 1969,3,Woolley 1990,0.0145,Frigo & Woolley 1997,_,_,1.9,Frigo & Woolley 1997,_,_,_,_,7,Godfrey 1969,8.9,Frigo & Woolley 1997,_,_,12.5,Woolley 1990,3,Morton 1995b,_,1,Morton 1995b,_,_,_,_,_,_,_,_,_,_,300,AUSLIG 1980,2,Morton 1995b,2,Morton 1995b,2,Morton 1995b
146,Dasyuridae,Sminthopsis,murina,14,Fox 1995,12.5,Fox 1995,_,_,8,Fox & Whitford 1982,_,_,_,_,65,Fox & Whitford 1982,_,_,_,_,365,Fox 1995,_,_,330,Fox & Whitford 1982,_,_,_,_,2,Fox & Whitford 1982,_,_,_,_,_,_,1.5,Fox & Whitford 1982,_,_,_,_,6.2,Fox & Whitford 1982,_,_,_,_,_,_,3,Fox 1995,_,1,Fox & Whitford 1982,_,_,_,_,6,Fox 1995,_,_,_,_,350,AUSLIG 1980,2,Fox 1995,2,Fox 1995,2,Fox 1995
147,Dasyuridae,Sminthopsis,ooldea,11,Aslin 1995,21,Aslin 1983,_,_,7.5,Aslin 1995,7,Aslin 1983,_,_,70,Aslin 1983,_,_,_,_,365,Aslin 1995,_,_,300,Aslin 1983,_,_,_,_,3,Aslin 1983,_,_,_,_,_,_,2,Aslin 1983,_,_,_,_,4.8,Aslin 1983,_,_,_,_,_,_,3,Aslin 1995,_,1,Aslin 1995,_,_,_,_,_,_,_,_,_,_,100,AUSLIG 1980,2,Aslin 1995,_,_,_,_
148,Dasyuridae,Sminthopsis,virginiae,34,Woolley 1995e,15,Woolley 1995e,_,_,2.5,Taplin 1980,_,_,_,_,67,Woolley 1995e,90,Taplin 1980,_,_,91,Taplin 1980,_,_,230,Taplin 1980,_,_,_,_,1.32,Taplin 1980,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,Woolley 1995e,_,1,Taplin 1980,_,_,_,_,_,_,_,_,_,_,1500,Morton et al. 1987,2,Taplin 1980,2,Taplin 1980,2,Taplin 1980
149,Dasyuridae,Sminthopsis,youngsoni,10,McKenzie & Cole 1995,_,_,_,_,5.5,McKenzie & Cole 1995,_,_,_,_,_,_,_,_,_,_,365,McKenzie & Cole 1995,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,McKenzie & Cole 1995,_,_,_,_,_,_,_,_,_,_,_,_,_,200,AUSLIG 1980,2,McKenzie & Cole 1995,1,McKenzie & Cole 1995,2,McKenzie & Cole 1995
150,Phalangeridae,Spilocuscus,maculatus,3060,Silva & Downing 1995,13,Collins 1973,_,_,1,Winter & Leung 1995a,_,_,_,_,240,Drake 1971,_,_,_,_,365,Drake 1971,_,_,_,_,_,_,_,_,11,Collins 1973,_,_,_,_,_,_,_,_,_,_,_,_,1700,Drake 1971,_,_,_,_,_,_,1,Winter & Leung 1995a,_,1,Winter & Leung 1995a,_,_,_,_,_,_,_,_,_,_,2500,AUSLIG 1980,2,Winter & Leung 1995a,2,Winter & Leung 1995a,1,Winter & Leung 1995a
151,Tarsipedidae,Tarsipes,rostratus,9,Renfree 1995,60,Tyndale-Biscoe 1984,_,_,2.5,Renfree 1995,2.8,Scarlett & Wooller 1980,2.5,Wooller et al. 1981,70,Renfree 1995,85,Tyndale-Biscoe 1984,90,Wooller et al. 1981,122,Tyndale-Biscoe 1984,_,_,180,Tyndale-Biscoe 1984,_,_,_,_,1.5,Wooller et al. 1981,0.6,Collins 1973,0.004,Renfree et al. 1984,_,_,2,Wooller et al. 1981,_,_,_,_,7,Tyndale-Biscoe 1984,4.5,Wooller et al. 1981,5,Renfree et al. 1984,9,Wooller et al. 1981,2,Renfree 1995.,Wooller et al. 1981,1,Wooller et al. 1981,_,_,_,_,297,Garavanta 1997,_,_,_,_,510,Garavanta 1997,2,Renfree 1995,1,Renfree 1995,1,Wooller et al. 1981
152,Thylacinidae,Thylacinus,cynocephalus,_,_,_,_,_,_,3,Rounsevell & Mooney 1995,_,_,_,_,_,_,_,_,_,_,365,Collins 1973,_,_,_,_,_,_,_,_,9,Collins 1973,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,Rounsevell & Mooney 1995,_,_,_,_,_,_,_,_,_,_,_,_,_,1200,AUSLIG 1980,2,Rounsevell & Mooney 1995,3,Rounsevell & Mooney 1995,2,Rounsevell & Mooney 1995
153,Didelphidae,Thylamys,elegans,25,Silva & Downing 1995,_,_,_,_,10,Eisenberg 1988,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
154,Macropodidae,Thylogale,billardierii,3900,Johnson & Rose 1995,30,Johnson & Rose 1995,_,_,1,Johnson & Rose 1995,_,_,_,_,290,Rose & McCartney 1982,_,_,_,_,204,Rose & McCartney 1982,_,_,392,Rose & McCartney 1982,_,_,_,_,10,QDEH 1993,_,_,0.4,Lee & Ward 1989,_,_,1029,_,900,Driessen & Hocking 1996,_,_,3000,_,2900,Driessen & Hocking 1996,_,_,3500,Johnson & Rose 1995,1,Johnson & Rose 1995,_,1,Johnson & Rose 1995,_,_,_,_,2.5,TNPWS 1984,_,_,_,_,1200,AUSLIG 1980,2,Johnson & Rose 1995,3,Johnson & Rose 1995,2,Johnson & Rose 1995
155,Macropodidae,Thylogale,stigmatica,4100,Johnson & Vernes 1995,29,Johnson & Vernes 1995,_,_,1,Johnson & Vernes 1995,_,_,_,_,255,Johnson & Vernes 1995,250,Johnson & Vernes 1994,_,_,185,Johnson & Vernes 1994,_,_,341,Johnson & Vernes 1994,336,Johnson & Vernes 1995,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,1,Jarman & Phillips 1989.,Vernes 1995,1.5,Johnson 1985,_,_,_,_,4.1,Cooke 1979,2.4,Vernes 1994,_,_,1600,AUSLIG 1980,1,Vernes et al. 1995,3,Johnson & Vernes 1995,2,Johnson & Vernes 1995
156,Macropodidae,Thylogale,thetis,3800,Johnson 1995c,_,_,_,_,1,Johnson 1995c,_,_,_,_,210,Johnson 1981,_,_,_,_,182,Johnson 1977,_,_,510,Johnson 1995c,600,Johnson 1977,_,_,9,Johnson 1981,_,_,_,_,_,_,800,Maynes 1976,_,_,_,_,_,_,_,_,_,_,2300,Johnson 1977,1,Jarman & Phillips 1989,_,4.8,Johnson 1977,_,_,_,_,3.6,Johnson 1977,_,_,_,_,1200,AUSLIG 1980,1,Johnson 1995c,3,Johnson 1995c,2,Johnson 1995c
157,Phalangeridae,Trichosurus,caninus,2900,Tyndale-Biscoe 1984,16,How 1995,_,_,1,How 1995,_,_,_,_,255,How 1995,230,How 1981,240,How 1976,361,How 1995,_,_,730,How 1995,1080,Tyndale-Biscoe 1984,_,_,17,Barnett et al. 1982,15,Lindenmayer et al. 1998,_,_,_,_,_,_,_,_,_,_,1000,Tyndale-Biscoe 1984,_,_,_,_,_,_,1,How 1995,Warneke & Baxter 1984,1,How 1995,_,_,_,_,0.3,How 1972,1,Lindenmayer et al. 1998,0.35,How 1981,1000,AUSLIG 1980,2,How 1995,1,How 1995,1,How 1981
158,Phalangeridae,Trichosurus,vulpecula,2300,How & Kerle 1995,17,How & Kerle 1995,17.5,Hope 1971,1,How & Kerle 1995,_,_,_,_,180,How & Kerle 1995,189,Gemmell 1995,_,_,274,How & Kerle 1995,_,_,346,Gemmell 1995,450,Hope 1971,_,_,13,How & Kerle 1995,5.3,Gemmell 1995,0.2,Tyndale-Biscoe 1984,_,_,220,Gemmell 1995,_,_,_,_,1300,Tyndale-Biscoe 1984,760,Gemmell 1995,_,_,2170,Gemmell 1995,1,How & Kerle 1995,_,1,How & Kerle 1995,_,_,_,_,2.1,How & Kerle 1995,_,_,_,_,600,AUSLIG 1980,2,How & Kerle 1995,1,How & Kerle 1995,1,How & Kerle 1995
159,Vombatidae,Vombatus,ursinus,26000,McIlroy 1995,_,_,_,_,1,McIlroy 1995,_,_,_,_,510,McIlroy 1995,450,Triggs 1988,378,Boer 1998,730,Triggs 1988,_,_,730,McIlroy 1995,730,Triggs 1988,_,_,20,McIlroy 1995,26,Collins 1973,0.5,Triggs 1988,_,_,5200,Triggs 1988,5700,Presidente 1982,3200,Boer 1998,12000,Triggs 1988,8650,Boer 1998,_,_,11000,Boer 1998,1,McIlroy 1995,_,1,Triggs 1988,_,_,_,_,0.21,Buchan & Goldney 1998,0.6,Taylor 1993,0.32,McIlroy 1973,1400,AUSLIG 1980,2,McIlroy 1995,1,McIlroy 1995,2,McIlroy 1995
160,Macropodidae,Wallabia,bicolor,13000,Merchant 1995b,35,Merchant 1995b,_,_,1,Merchant 1995b,_,_,_,_,450,Merchant 1995b,_,_,_,_,256,Merchant 1995b,_,_,450,Merchant 1995b,_,_,_,_,12,Collins 1973,_,_,0.61,Lee & Ward 1989,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,1,Hollis et al. 1986.,Osawa 1990,1.1,Kaufmann 1974a,1.1,Southwell 1976,_,_,0.25,Robertshaw & Harden 1985,0.32,Troy & Coulson 1993,0.37,Menkhorst 1995,1200,AUSLIG 1980,1,Edwards & Ealey 1975,3,Merchant 1995b,2,Merchant 1995b
161,Phalangeridae,Wyulda.,squamicaudata,1675,Burbidge 1995b,_,_,_,_,1,Burbidge 1995b,_,_,_,_,240,Burbidge 1995b,_,_,_,_,365,Burbidge 1995b,_,_,730,Burbidge 1995b,_,_,_,_,6,Fairfax 1982,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,1100,Humphreys et al. 1984,1,Runcie 1999,_,1,Runcie 1999,_,_,_,_,3.45,Runcie 1999,_,_,_,_,1600,Humphreys et al. 1984,2,Burbidge 1995b,2,Burbidge 1995b,2,Humphreys et al. 1984
