id,wsc_lsid,originalName,family,genus,species,subspecies,trait,traitFullName,traitCategory,value,value_numeric,measure,sex,lifeStage,frequency,sampleSize,treatment,method,methodFullName,dateText,dateStart,dateEnd,note,location,decimalLatitude,decimalLongitude,altitude,verbatimLocality,countryCode,countryName,habitatVerbatim,microhabitatVerbatim,datasetName,datasetRestrictedAccess,reference,referenceFull,referenceDOI,rowLinks
267923,urn:lsid:nmbe.ch:spidersp:026269,Centrothele mutica,Lamponidae,Centrothele,mutica,,bodm,Body mass,Morphometry,0.073,0.073,Single observation,Male,Adult,,1,,wei,Weighing,2018,Mon Jan 01 2018 00:00:00 GMT+0100 (Central European Standard Time),Mon Dec 31 2018 23:59:59 GMT+0100 (Central European Standard Time),,,,,,Queensland,AUS,Australia,,,Adhesive foot pads and prey capture behaviour,Free access,Wolff et al. 2019,"Wolff JO, Paterno GB, Liprandi D, Ramírez MJ, Bosia F, van der Meijden A, Michalik P, Smith HM, Jones BR, Ravelo AM, Pugno N & Herberstein M. 2019. Evolution of aerial spider webs coincided with repeated structural optimization of silk anchorages. Evolution 73(10): 2122–2134.",,
267924,urn:lsid:nmbe.ch:spidersp:027380,Morebilus plagusius,Trachycosmidae,Morebilus,plagusius,,bodm,Body mass,Morphometry,0.432,0.432,Single observation,Female,Adult,,1,,wei,Weighing,2018,Mon Jan 01 2018 00:00:00 GMT+0100 (Central European Standard Time),Mon Dec 31 2018 23:59:59 GMT+0100 (Central European Standard Time),,,,,,New South Wales,AUS,Australia,,,Adhesive foot pads and prey capture behaviour,Free access,Wolff et al. 2019,"Wolff JO, Paterno GB, Liprandi D, Ramírez MJ, Bosia F, van der Meijden A, Michalik P, Smith HM, Jones BR, Ravelo AM, Pugno N & Herberstein M. 2019. Evolution of aerial spider webs coincided with repeated structural optimization of silk anchorages. Evolution 73(10): 2122–2134.",,
267925,urn:lsid:nmbe.ch:spidersp:025765,Habronestes bradleyi,Zodariidae,Habronestes,bradleyi,,bodm,Body mass,Morphometry,0.02,0.02,Single observation,Female,Adult,,1,,wei,Weighing,2018,Mon Jan 01 2018 00:00:00 GMT+0100 (Central European Standard Time),Mon Dec 31 2018 23:59:59 GMT+0100 (Central European Standard Time),,,,,,New South Wales,AUS,Australia,,,Adhesive foot pads and prey capture behaviour,Free access,Wolff et al. 2019,"Wolff JO, Paterno GB, Liprandi D, Ramírez MJ, Bosia F, van der Meijden A, Michalik P, Smith HM, Jones BR, Ravelo AM, Pugno N & Herberstein M. 2019. Evolution of aerial spider webs coincided with repeated structural optimization of silk anchorages. Evolution 73(10): 2122–2134.",,
267926,urn:lsid:nmbe.ch:spidersp:025623,Masasteron mas,Zodariidae,Masasteron,mas,,bodm,Body mass,Morphometry,0.007,0.007,Single observation,Male,Adult,,1,,wei,Weighing,2018,Mon Jan 01 2018 00:00:00 GMT+0100 (Central European Standard Time),Mon Dec 31 2018 23:59:59 GMT+0100 (Central European Standard Time),,,,,,New South Wales,AUS,Australia,,,Adhesive foot pads and prey capture behaviour,Free access,Wolff et al. 2019,"Wolff JO, Paterno GB, Liprandi D, Ramírez MJ, Bosia F, van der Meijden A, Michalik P, Smith HM, Jones BR, Ravelo AM, Pugno N & Herberstein M. 2019. Evolution of aerial spider webs coincided with repeated structural optimization of silk anchorages. Evolution 73(10): 2122–2134.",,
267927,urn:lsid:nmbe.ch:spidersp:025923,Storena colossea,Zodariidae,Storena,colossea,,bodm,Body mass,Morphometry,0.162,0.162,Single observation,Male,Adult,,1,,wei,Weighing,2018,Mon Jan 01 2018 00:00:00 GMT+0100 (Central European Standard Time),Mon Dec 31 2018 23:59:59 GMT+0100 (Central European Standard Time),,,,,,New South Wales,AUS,Australia,,,Adhesive foot pads and prey capture behaviour,Free access,Wolff et al. 2019,"Wolff JO, Paterno GB, Liprandi D, Ramírez MJ, Bosia F, van der Meijden A, Michalik P, Smith HM, Jones BR, Ravelo AM, Pugno N & Herberstein M. 2019. Evolution of aerial spider webs coincided with repeated structural optimization of silk anchorages. Evolution 73(10): 2122–2134.",,
384557,urn:lsid:nmbe.ch:spidersp:017263,Allocosa funerea,Lycosidae,Allocosa,funerea,,bodm,Body mass,Morphometry,access restricted,0,Single observation,Female,,,,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384558,urn:lsid:nmbe.ch:spidersp:017399,Alopecosa cuneata,Lycosidae,Alopecosa,cuneata,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Rickers et al. 2006,"Rickers S, Langel R & Scheu S. 2006. Stable isotope analyses document intraguild predation in wolf spiders (Araneae: Lycosidae) and underline beneficial effects of alternative prey and microhabitat structure on intraguild prey survival. Oikos 114(3): 471–478.",,
384559,urn:lsid:nmbe.ch:spidersp:019579,Dolomedes albineus,Dolomedidae,Dolomedes,albineus,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,3,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384560,urn:lsid:nmbe.ch:spidersp:019664,Dolomedes tenebrosus,Dolomedidae,Dolomedes,tenebrosus,,bodm,Body mass,Morphometry,access restricted,0,Single observation,Female,,,,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384561,urn:lsid:nmbe.ch:spidersp:019669,Dolomedes triton,Dolomedidae,Dolomedes,triton,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,2,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384562,urn:lsid:nmbe.ch:spidersp:017819,Geolycosa fatifera,Lycosidae,Geolycosa,fatifera,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,2,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384563,urn:lsid:nmbe.ch:spidersp:017846,Geolycosa missouriensis,Lycosidae,Geolycosa,missouriensis,,bodm,Body mass,Morphometry,access restricted,0,Single observation,Female,,,,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384564,urn:lsid:nmbe.ch:spidersp:017886,Gladicosa pulchra,Lycosidae,Gladicosa,pulchra,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,10,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384565,urn:lsid:nmbe.ch:spidersp:017933,Hogna annexa,Lycosidae,Tigrosa,annexa,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,24,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384566,urn:lsid:nmbe.ch:spidersp:017937,Hogna aspersa,Lycosidae,Tigrosa,aspersa,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,4,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384567,urn:lsid:nmbe.ch:spidersp:017266,Tigrosa georgicola,Lycosidae,Tigrosa,georgicola,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,59,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384568,urn:lsid:nmbe.ch:spidersp:018034,Hogna lenta,Lycosidae,Hogna,lenta,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,21,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384569,urn:lsid:nmbe.ch:spidersp:018034,Hogna lenta,Lycosidae,Hogna,lenta,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,11,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384570,urn:lsid:nmbe.ch:spidersp:018152,Hogna wallacei,Lycosidae,Hogna,wallacei,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,5,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384571,urn:lsid:nmbe.ch:spidersp:018153,Hogna watsoni,Lycosidae,Hogna,watsoni,,bodm,Body mass,Morphometry,access restricted,0,Single observation,Female,,,,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384572,urn:lsid:nmbe.ch:spidersp:018590,Pardosa concinna,Lycosidae,Pardosa,concinna,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,7,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384573,urn:lsid:nmbe.ch:spidersp:018777,Pardosa milvina,Lycosidae,Pardosa,milvina,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,18,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384574,urn:lsid:nmbe.ch:spidersp:018840,Pardosa palustris,Lycosidae,Pardosa,palustris,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Rickers et al. 2006,"Rickers S, Langel R & Scheu S. 2006. Stable isotope analyses document intraguild predation in wolf spiders (Araneae: Lycosidae) and underline beneficial effects of alternative prey and microhabitat structure on intraguild prey survival. Oikos 114(3): 471–478.",,
384575,urn:lsid:nmbe.ch:spidersp:018850,Pardosa pauxilla,Lycosidae,Pardosa,pauxilla,,bodm,Body mass,Morphometry,access restricted,0,Single observation,Female,,,,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384576,urn:lsid:nmbe.ch:spidersp:019772,Pisaurina dubia,Pisauridae,Pisaurina,dubia,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,4,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384577,urn:lsid:nmbe.ch:spidersp:019773,Pisaurina mira,Pisauridae,Pisaurina,mira,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,21,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384578,urn:lsid:nmbe.ch:spidersp:019167,Rabidosa carrana,Lycosidae,Rabidosa,carrana,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,3,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384579,urn:lsid:nmbe.ch:spidersp:019168,Rabidosa hentzi,Lycosidae,Rabidosa,hentzi,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,6,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384580,urn:lsid:nmbe.ch:spidersp:019169,Rabidosa punctulata,Lycosidae,Rabidosa,punctulata,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,340,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384581,urn:lsid:nmbe.ch:spidersp:019170,Rabidosa rabida,Lycosidae,Rabidosa,rabida,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,287,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384582,urn:lsid:nmbe.ch:spidersp:019178,Schizocosa avida,Lycosidae,Schizocosa,avida,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,11,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384583,urn:lsid:nmbe.ch:spidersp:019180,Schizocosa bilineata,Lycosidae,Schizocosa,bilineata,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,2,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384584,urn:lsid:nmbe.ch:spidersp:019193,Schizocosa duplex,Lycosidae,Schizocosa,duplex,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,5,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384585,urn:lsid:nmbe.ch:spidergen:01659,Schizocosa sp.,Lycosidae,Schizocosa,,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,11,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384586,urn:lsid:nmbe.ch:spidersp:019222,Schizocosa saltatrix,Lycosidae,Schizocosa,saltatrix,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,17,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384587,urn:lsid:nmbe.ch:spidersp:019231,Schizocosa uetzi,Lycosidae,Schizocosa,uetzi,,bodm,Body mass,Morphometry,access restricted,0,Single observation,Female,,,,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384588,urn:lsid:nmbe.ch:spidersp:017863,Trochosa acompa,Lycosidae,Trochosa,sepulchralis,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,5,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384589,urn:lsid:nmbe.ch:spidersp:019387,Varacosa avara,Lycosidae,Varacosa,avara,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,,,11,,lab,Laboratory Observation,,,,,,,,,,,,,,Body mass of spiders from literature 1,Restricted access,Nicholas et al. 2011,"Nicholas AC, Stratton GE & Reed DH. 2011. Reproductive allocation in female wolf and nursery-web spiders. Journal of Arachnology 39(1): 22–29.",,
384902,urn:lsid:nmbe.ch:spidersp:015889,Eriophora transmarina,Araneidae,Hortophora,transmarina,,bodm,Body mass,Morphometry,access restricted,0,Mean,Both,All,,23,,wei,Weighing,,,,,,,,,,,,,,Behavioural traits from literature 1,Restricted access,Herberstein & Elgar 1994,Herberstein ME & Elgar MA. 1994. Foraging strategies of Eriophora transmarina and Nephila plumipes (Araneae: Araneoidea): Nocturnal and diurnal orb‐weaving spiders. Australian Journal of Ecology 19(4): 451–457.,,
384903,urn:lsid:nmbe.ch:spidersp:015889,Eriophora transmarina,Araneidae,Hortophora,transmarina,,bodm,Body mass,Morphometry,access restricted,0,Min,Both,All,,23,,wei,Weighing,,,,,,,,,,,,,,Behavioural traits from literature 1,Restricted access,Herberstein & Elgar 1994,Herberstein ME & Elgar MA. 1994. Foraging strategies of Eriophora transmarina and Nephila plumipes (Araneae: Araneoidea): Nocturnal and diurnal orb‐weaving spiders. Australian Journal of Ecology 19(4): 451–457.,,
384904,urn:lsid:nmbe.ch:spidersp:015889,Eriophora transmarina,Araneidae,Hortophora,transmarina,,bodm,Body mass,Morphometry,access restricted,0,Max,Both,All,,23,,wei,Weighing,,,,,,,,,,,,,,Behavioural traits from literature 1,Restricted access,Herberstein & Elgar 1994,Herberstein ME & Elgar MA. 1994. Foraging strategies of Eriophora transmarina and Nephila plumipes (Araneae: Araneoidea): Nocturnal and diurnal orb‐weaving spiders. Australian Journal of Ecology 19(4): 451–457.,,
384905,urn:lsid:nmbe.ch:spidersp:013943,Nephila plumipes,Araneidae,Trichonephila,clavipes,,bodm,Body mass,Morphometry,access restricted,0,Mean,Female,All,,32,,wei,Weighing,,,,,,,,,,,,,,Behavioural traits from literature 1,Restricted access,Herberstein & Elgar 1994,Herberstein ME & Elgar MA. 1994. Foraging strategies of Eriophora transmarina and Nephila plumipes (Araneae: Araneoidea): Nocturnal and diurnal orb‐weaving spiders. Australian Journal of Ecology 19(4): 451–457.,,
384906,urn:lsid:nmbe.ch:spidersp:013943,Nephila plumipes,Araneidae,Trichonephila,clavipes,,bodm,Body mass,Morphometry,access restricted,0,Min,Female,All,,32,,wei,Weighing,,,,,,,,,,,,,,Behavioural traits from literature 1,Restricted access,Herberstein & Elgar 1994,Herberstein ME & Elgar MA. 1994. Foraging strategies of Eriophora transmarina and Nephila plumipes (Araneae: Araneoidea): Nocturnal and diurnal orb‐weaving spiders. Australian Journal of Ecology 19(4): 451–457.,,
384907,urn:lsid:nmbe.ch:spidersp:013943,Nephila plumipes,Araneidae,Trichonephila,clavipes,,bodm,Body mass,Morphometry,access restricted,0,Max,Female,All,,32,,wei,Weighing,,,,,,,,,,,,,,Behavioural traits from literature 1,Restricted access,Herberstein & Elgar 1994,Herberstein ME & Elgar MA. 1994. Foraging strategies of Eriophora transmarina and Nephila plumipes (Araneae: Araneoidea): Nocturnal and diurnal orb‐weaving spiders. Australian Journal of Ecology 19(4): 451–457.,,
602340,urn:lsid:nmbe.ch:spidersp:026079,Zodarion jozefienae,Zodariidae,Zodarion,jozefienae,,bodm,Body mass,Morphometry,0.0156,0.0156,Single observation,Female,Adult,,,,mor,Morphometry,,,,,,,,,,PRT,Portugal,,,Data from published papers of Pekar 2007-2011,Free access,Pekár et al. 2011a,"Pekár S, Bilde T & Martišová M. 2011a. Intersexual trophic niche partitioning in an ant-eating spider (Araneae: Zodariidae). PLoS One 6(1): e14603.",,
602341,urn:lsid:nmbe.ch:spidersp:026079,Zodarion jozefienae,Zodariidae,Zodarion,jozefienae,,bodm,Body mass,Morphometry,0.0137,0.0137,Single observation,Female,Adult,,,,mor,Morphometry,,,,,,,,,,PRT,Portugal,,,Data from published papers of Pekar 2007-2011,Free access,Pekár et al. 2011a,"Pekár S, Bilde T & Martišová M. 2011a. Intersexual trophic niche partitioning in an ant-eating spider (Araneae: Zodariidae). PLoS One 6(1): e14603.",,
602342,urn:lsid:nmbe.ch:spidersp:026079,Zodarion jozefienae,Zodariidae,Zodarion,jozefienae,,bodm,Body mass,Morphometry,0.0122,0.0122,Single observation,Female,Adult,,,,mor,Morphometry,,,,,,,,,,PRT,Portugal,,,Data from published papers of Pekar 2007-2011,Free access,Pekár et al. 2011a,"Pekár S, Bilde T & Martišová M. 2011a. Intersexual trophic niche partitioning in an ant-eating spider (Araneae: Zodariidae). PLoS One 6(1): e14603.",,
602343,urn:lsid:nmbe.ch:spidersp:026079,Zodarion jozefienae,Zodariidae,Zodarion,jozefienae,,bodm,Body mass,Morphometry,0.0112,0.0112,Single observation,Female,Adult,,,,mor,Morphometry,,,,,,,,,,PRT,Portugal,,,Data from published papers of Pekar 2007-2011,Free access,Pekár et al. 2011a,"Pekár S, Bilde T & Martišová M. 2011a. Intersexual trophic niche partitioning in an ant-eating spider (Araneae: Zodariidae). PLoS One 6(1): e14603.",,
602344,urn:lsid:nmbe.ch:spidersp:026079,Zodarion jozefienae,Zodariidae,Zodarion,jozefienae,,bodm,Body mass,Morphometry,0.012,0.012,Single observation,Female,Adult,,,,mor,Morphometry,,,,,,,,,,PRT,Portugal,,,Data from published papers of Pekar 2007-2011,Free access,Pekár et al. 2011a,"Pekár S, Bilde T & Martišová M. 2011a. Intersexual trophic niche partitioning in an ant-eating spider (Araneae: Zodariidae). PLoS One 6(1): e14603.",,
602345,urn:lsid:nmbe.ch:spidersp:026079,Zodarion jozefienae,Zodariidae,Zodarion,jozefienae,,bodm,Body mass,Morphometry,0.0128,0.0128,Single observation,Female,Adult,,,,mor,Morphometry,,,,,,,,,,PRT,Portugal,,,Data from published papers of Pekar 2007-2011,Free access,Pekár et al. 2011a,"Pekár S, Bilde T & Martišová M. 2011a. Intersexual trophic niche partitioning in an ant-eating spider (Araneae: Zodariidae). PLoS One 6(1): e14603.",,
602346,urn:lsid:nmbe.ch:spidersp:026079,Zodarion jozefienae,Zodariidae,Zodarion,jozefienae,,bodm,Body mass,Morphometry,0.0121,0.0121,Single observation,Female,Adult,,,,mor,Morphometry,,,,,,,,,,PRT,Portugal,,,Data from published papers of Pekar 2007-2011,Free access,Pekár et al. 2011a,"Pekár S, Bilde T & Martišová M. 2011a. Intersexual trophic niche partitioning in an ant-eating spider (Araneae: Zodariidae). PLoS One 6(1): e14603.",,
602347,urn:lsid:nmbe.ch:spidersp:026079,Zodarion jozefienae,Zodariidae,Zodarion,jozefienae,,bodm,Body mass,Morphometry,0.0104,0.0104,Single observation,Female,Adult,,,,mor,Morphometry,,,,,,,,,,PRT,Portugal,,,Data from published papers of Pekar 2007-2011,Free access,Pekár et al. 2011a,"Pekár S, Bilde T & Martišová M. 2011a. Intersexual trophic niche partitioning in an ant-eating spider (Araneae: Zodariidae). PLoS One 6(1): e14603.",,
602348,urn:lsid:nmbe.ch:spidersp:026079,Zodarion jozefienae,Zodariidae,Zodarion,jozefienae,,bodm,Body mass,Morphometry,0.0129,0.0129,Single observation,Female,Adult,,,,mor,Morphometry,,,,,,,,,,PRT,Portugal,,,Data from published papers of Pekar 2007-2011,Free access,Pekár et al. 2011a,"Pekár S, Bilde T & Martišová M. 2011a. Intersexual trophic niche partitioning in an ant-eating spider (Araneae: Zodariidae). PLoS One 6(1): e14603.",,
602349,urn:lsid:nmbe.ch:spidersp:026079,Zodarion jozefienae,Zodariidae,Zodarion,jozefienae,,bodm,Body mass,Morphometry,0.0134,0.0134,Single observation,Female,Adult,,,,mor,Morphometry,,,,,,,,,,PRT,Portugal,,,Data from published papers of Pekar 2007-2011,Free access,Pekár et al. 2011a,"Pekár S, Bilde T & Martišová M. 2011a. Intersexual trophic niche partitioning in an ant-eating spider (Araneae: Zodariidae). PLoS One 6(1): e14603.",,
602350,urn:lsid:nmbe.ch:spidersp:026079,Zodarion jozefienae,Zodariidae,Zodarion,jozefienae,,bodm,Body mass,Morphometry,0.0097,0.0097,Single observation,Female,Adult,,,,mor,Morphometry,,,,,,,,,,PRT,Portugal,,,Data from published papers of Pekar 2007-2011,Free access,Pekár et al. 2011a,"Pekár S, Bilde T & Martišová M. 2011a. Intersexual trophic niche partitioning in an ant-eating spider (Araneae: Zodariidae). PLoS One 6(1): e14603.",,
602351,urn:lsid:nmbe.ch:spidersp:026079,Zodarion jozefienae,Zodariidae,Zodarion,jozefienae,,bodm,Body mass,Morphometry,0.0156,0.0156,Single observation,Female,Adult,,,,mor,Morphometry,,,,,,,,,,PRT,Portugal,,,Data from published papers of Pekar 2007-2011,Free access,Pekár et al. 2011a,"Pekár S, Bilde T & Martišová M. 2011a. Intersexual trophic niche partitioning in an ant-eating spider (Araneae: Zodariidae). PLoS One 6(1): e14603.",,
602352,urn:lsid:nmbe.ch:spidersp:026079,Zodarion jozefienae,Zodariidae,Zodarion,jozefienae,,bodm,Body mass,Morphometry,0.0122,0.0122,Single observation,Female,Adult,,,,mor,Morphometry,,,,,,,,,,PRT,Portugal,,,Data from published papers of Pekar 2007-2011,Free access,Pekár et al. 2011a,"Pekár S, Bilde T & Martišová M. 2011a. Intersexual trophic niche partitioning in an ant-eating spider (Araneae: Zodariidae). PLoS One 6(1): e14603.",,
