id,wsc_lsid,originalName,family,genus,species,subspecies,trait,traitFullName,traitCategory,value,value_numeric,measure,sex,lifeStage,frequency,sampleSize,treatment,method,methodFullName,dateText,dateStart,dateEnd,note,location,decimalLatitude,decimalLongitude,altitude,verbatimLocality,countryCode,countryName,habitatVerbatim,microhabitatVerbatim,datasetName,datasetRestrictedAccess,reference,referenceFull,referenceDOI,rowLinks
245576,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.251,0.251,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245577,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.166,0.166,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245578,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.255,0.255,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245579,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.23,0.23,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245580,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.199,0.199,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245581,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.179,0.179,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245582,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.241,0.241,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245583,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.207,0.207,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245584,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.177,0.177,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245585,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.286,0.286,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245586,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.184,0.184,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245587,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.177,0.177,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245588,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.308,0.308,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245589,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.22,0.22,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245590,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.218,0.218,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245591,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.211,0.211,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245592,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.194,0.194,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245593,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.276,0.276,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245594,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.191,0.191,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245595,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.179,0.179,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245596,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.176,0.176,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245597,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.203,0.203,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245598,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.191,0.191,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245599,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.226,0.226,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245600,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.221,0.221,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245601,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.228,0.228,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245602,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.302,0.302,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
245603,urn:lsid:nmbe.ch:spidersp:018902,Pardosa saltans,Lycosidae,Pardosa,saltans,,bodm,Body mass,Morphometry,0.204,0.204,Single observation,Female,Adult,,,,mor,Morphometry,April-June 2014,Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),Sun Jun 01 2014 00:00:00 GMT+0200 (Central European Summer Time),,FRAPaimpont-1VesL1ypyA,48.001575,-2.229625,,Paimpont,FRA,France,deciduous forest,,Pétillon et al. published lycosid traits,Free access,Ruhland et al. 2016,"Ruhland F, Pétillon J & Trabalon M. 2016. Physiological costs during the first maternal care in the wolf spider Pardosa saltans (Araneae, Lycosidae). Journal of Insect Physiology 95: 42-50.",,
